th, 0, 2700270.tif, 99, 154, 174, 252, 0.262365, false
th, 1, 2700270.tif, 99, 154, 174, 252, 0.275894, false
th, 2, 2700270.tif, 99, 154, 174, 252, 0.263324, false
th, 3, 2700270.tif, 99, 154, 174, 252, 0.261201, false
th, 4, 2700270.tif, 99, 154, 174, 252, 0.269455, false
th, 5, 2700270.tif, 99, 154, 174, 252, 0.268269, false
th, 6, 2700270.tif, 99, 154, 174, 252, 0.265756, false
th, 7, 2700270.tif, 99, 154, 174, 252, 0.313579, false
th, 8, 2700270.tif, 99, 154, 174, 252, 0.273887, false
th, 9, 2700270.tif, 99, 154, 174, 252, 0.262306, false
he, 0, 2700270.tif, 129, 154, 204, 252, 0.114489, false
he, 1, 2700270.tif, 129, 154, 204, 252, 0.122306, false
he, 2, 2700270.tif, 129, 154, 204, 252, 0.103753, false
he, 3, 2700270.tif, 129, 154, 204, 252, 0.104383, false
he, 4, 2700270.tif, 129, 154, 204, 252, 0.111841, false
he, 5, 2700270.tif, 129, 154, 204, 252, 0.110007, false
he, 6, 2700270.tif, 129, 154, 204, 252, 0.108978, false
he, 7, 2700270.tif, 129, 154, 204, 252, 0.107950, false
he, 8, 2700270.tif, 129, 154, 204, 252, 0.112576, false
he, 9, 2700270.tif, 129, 154, 204, 252, 0.112106, false
er, 0, 2700270.tif, 144, 154, 219, 252, 0.223589, false
er, 1, 2700270.tif, 144, 154, 219, 252, 0.203214, false
er, 2, 2700270.tif, 144, 154, 219, 252, 0.214918, false
er, 3, 2700270.tif, 144, 154, 219, 252, 0.200905, false
er, 4, 2700270.tif, 144, 154, 219, 252, 0.201940, false
er, 5, 2700270.tif, 159, 154, 234, 252, 0.175850, false
er, 6, 2700270.tif, 144, 154, 219, 252, 0.211011, false
er, 7, 2700270.tif, 144, 154, 219, 252, 0.183744, false
er, 8, 2700270.tif, 159, 154, 234, 252, 0.195247, false
er, 9, 2700270.tif, 159, 154, 234, 252, 0.212928, false
an, 0, 2700270.tif, 159, 154, 234, 252, 0.227115, false
an, 1, 2700270.tif, 159, 154, 234, 252, 0.216101, false
an, 2, 2700270.tif, 159, 154, 234, 252, 0.206597, false
an, 3, 2700270.tif, 159, 154, 234, 252, 0.217541, false
an, 4, 2700270.tif, 159, 154, 234, 252, 0.232900, false
an, 5, 2700270.tif, 159, 154, 234, 252, 0.217725, false
an, 6, 2700270.tif, 159, 154, 234, 252, 0.217834, false
an, 7, 2700270.tif, 159, 154, 234, 252, 0.203477, false
an, 8, 2700270.tif, 159, 154, 234, 252, 0.219976, false
an, 9, 2700270.tif, 159, 154, 234, 252, 0.213499, false
re, 0, 2700270.tif, 159, 154, 234, 252, 0.157978, false
re, 1, 2700270.tif, 159, 154, 234, 252, 0.150339, false
re, 2, 2700270.tif, 159, 154, 234, 252, 0.151777, false
re, 3, 2700270.tif, 159, 154, 234, 252, 0.158243, false
re, 4, 2700270.tif, 159, 154, 234, 252, 0.156935, false
